JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Skills,Job ID
Business Development Executive,https://www.instahyre.com/job-315944-business-development-executive-at-kaarwan-mumbai/,Mumbai,Kaarwan,Helping learners upskill and advance their design career,2015.0,1,"Kaarwan is an e-learning platform that democratizes learning by offering result-oriented workshops, affordable and live industry relevant courses with certifications empowering architects and designers worldwide. ","Business Development, Sales",315944
Sr. Frontend Engineer,https://www.instahyre.com/job-328344-sr-frontend-engineer-at-geoiq-bangalore/,Bangalore,GeoIQ,Hyperlocal intelligence to power your business,2018.0,10,"GeoIQ empowers business analysts to data scientists, to turn location data into business outcomes. Its platform and APIs offer insights on where things happen, why they happen and helps predict what will happen. ","JavaScript, React.js",328344
Senior Software Engineer,https://www.instahyre.com/job-330131-senior-software-engineer-at-intentwise-work-from-home/,Work From Home,Intentwise,Unified and reliable analytics and advertising applications,2015.0,50,"Intentwise is a retail media optimization and analytics platform that helps brands, sellers, and agencies accelerate e-commerce growth on marketplaces like Amazon and Walmart with its reliable data store. ","Angular, CI - CD",330131
Creative Graphic Designer,https://www.instahyre.com/job-329525-creative-graphic-designer-at-viralbulls-bangalore-noida/,"Bangalore,Noida",ViralBulls,Empowering brands across the digital realm,2019.0,10,"ViralBulls is a digital marketing agency that leverages digital branding and design capabilities including SEO, SMM, PPC, web design and development, etc to elevate the digital presence of 60+ brands. ","2D Animation, 3D Animation, Graphic Design, Illustrator, InDesign, Photoshop",329525
Azure DevOps Engineer,https://www.instahyre.com/job-329858-azure-devops-engineer-at-kombai-bangalore/,Bangalore,Kombai,We are automating the mundane tasks of frontend developers,2022.0,1,Kombai offers a developers tool for web app developers that automates mundane tasks like writing and maintaining CSS and other boilerplate JS codes. It is seed-funded by premier SaaS VC and late-stage investors. ,"DevOps, CI - CD, Azure",329858
Graphic Designer,https://www.instahyre.com/job-311849-graphic-designer-at-pawfect-foods-noida/,Noida,Pawfect Foods,"Naturally delicious, naturally nutritious",2018.0,10,"Pawfect is a global dog food manufacturer delivering the highest food safety and quality standards with diverse flavors and nutritional ingredients, upheld by rigorous training programs, via an e-commerce platform. ","2D Animation, 3D Animation, Graphic Design, Corel Draw, Illustrator, Photoshop",311849
Business Analyst (Presales),https://www.instahyre.com/job-324195-business-analyst-presales-at-makerobos-innovation-labs-work-from-home/,Work From Home,Makerobos Innovation Labs,Build enterprise chatbot for sales & marketing,2018.0,10,"Makerobos builds enterprise chatbot for sales & marketing specializing in Machine Learning, Internet of things, Smart Recommendation Engines, Conversational AI, Speech AI, etc.","Business Development, Corporate Sales, Direct Sales, International Sales, Sales",324195
SDET,https://www.instahyre.com/job-261010-sdet-at-airstack-work-from-home/,Work From Home,Airstack,Future of data-awareness and interoperability,2022.0,10,"Airstack is a IT services company that provides an AI-powered web3 developer platform, enabling developers to query and integrate any web3 on-chain data and related off-chain data into their applications. ","API Testing, Automation Testing, Postman, Python",261010
Lead Backend Engineer,https://www.instahyre.com/job-286620-lead-backend-engineer-at-airstack-work-from-home/,Work From Home,Airstack,Future of data-awareness and interoperability,2022.0,10,"Airstack is a IT services company that provides an AI-powered web3 developer platform, enabling developers to query and integrate any web3 on-chain data and related off-chain data into their applications. ","Golang, Kafka",286620
Fullstack Engineer,https://www.instahyre.com/job-330125-fullstack-engineer-at-narvar-bangalore/,Bangalore,Narvar,Simplify the everyday lives of consumers,2012.0,200,"Narvar helps retailers champion their customers at every step of the journey specializing in Pre-purchase delivery prediction, branded package tracking, seamless returns and exchanges, in-store experiences, etc. ","Node.js, React.js, Redux, JavaScript, Express.js",330125
Back End Developer - Blockchain,https://www.instahyre.com/job-261088-back-end-developer-blockchain-at-airstack-work-from-home/,Work From Home,Airstack,Future of data-awareness and interoperability,2022.0,10,"Airstack is a IT services company that provides an AI-powered web3 developer platform, enabling developers to query and integrate any web3 on-chain data and related off-chain data into their applications. ","Blockchain, Ethereum, Golang, Kafka",261088
Customer Support Representative,https://www.instahyre.com/job-325468-customer-support-representative-at-ienergizer-2-noida/,Noida,iEnergizer,Global provider of business process outsourcing,2000.0,1000,"iEnergizer is a business process outsourcing provider of customer management solutions such as customer care, technical support, market research, testing, and more to healthcare, BFSI, gaming, and other sectors. ","Customer Service, Customer Interaction, Customer Relationship",325468
Senior Software Engineer,https://www.instahyre.com/job-326138-senior-software-engineer-at-squareshift-bangalore/,Bangalore,Squareshift,We focus on improvements as well as new trends in cloud computing,2019.0,50,"SquareShift caters to a cloud-based platform for enterprises, specializing in a DevOps Enablement package helps the enterprises to build a fully automated DevOps infrastructure and deployment pipelines.","AWS, Golang, Google Cloud, Python",326138
Customer Care Executive,https://www.instahyre.com/job-316402-customer-care-executive-at-24-7-intouch-noida/,Noida,24-7 Intouch,Providing value-driven customer service solutions,2000.0,1000,"24-7 Intouch is a global contact center outsourcing company that delivers customer service solutions including a multichannel approach, via voice, live chat, e-mail, and social media management to global clients. ","Customer Service, Customer Relationship, Customer Interaction",316402
Java Developer,https://www.instahyre.com/job-328233-java-developer-at-techverito-pune/,Pune,TechVerito,Turning ideas into reality,2016.0,50,"TechVerito is an IT & Services company that offers services & solutions clustered around Web & Mobile Application Development, Continuous Integration & Delivery, Agile Consulting, etc. ","Java, Spring",328233
Graphic Designer,https://www.instahyre.com/job-323127-graphic-designer-at-onato-bangalore/,Bangalore,Onato,One-stop Solution for all Software Engineering Needs,2020.0,50,"Onato is a B2B supply chain platform that leverages AI to connect suppliers and buyers of 70+ commodities, currently operating across 800+ locations in 18 states, and is founded by IIT alumni. ","Photoshop, Adobe After Effects, Graphic Design, Illustrator",323127
Engineering Manager - Full Stack,https://www.instahyre.com/job-330114-engineering-manager-full-stack-at-gameskraft-delhi/,Delhi,Gameskraft,Building the most-loved gaming ecosystem in India,2017.0,200,"Gameskraft is a gaming company that provides a portfolio of online games including India's topmost rummy and poker games that are completely safe, secure, and ethical that also give instant cash rewards. ","Node.js, React.js, JavaScript, Notion, Figma",330114
Full Stack Developer,https://www.instahyre.com/job-313805-full-stack-developer-at-insight-consultants-bangalore/,Bangalore,Insight Consultants,"Think together, get insights",1999.0,10,"Insight Consultants is a management and technology consulting company that offers a gamut of financial management, customer engagement, and software solutions to diversified industry segments. ","IT Support, Microsoft Office, IT Infrastructure, JavaScript, SQL Server",313805
Product Analyst,https://www.instahyre.com/job-326098-product-analyst-at-stage-noida/,Noida,Stage,"Company Nahin, Hum Kranti Hain",2019.0,50,"Stage is a hyper-local OTT platform that produces content such as long-duration web series, movies, short films, standup comedians, poetry, folk, and much more in dialects like Haryanvi and Rajasthani. ","Microsoft Excel, Power BI, SQL, Tableau",326098
Senior Software Engineer,https://www.instahyre.com/job-329572-senior-software-engineer-at-diligent-bangalore/,Bangalore,Diligent,"Redefines governance, risk and compliance management",2023.0,1000,"Diligent is an IT company empowering over 1 million users and 700,000 board members with SaaS solutions for governance, risk, compliance, audit, and ESG to enable better, faster decision-making. ","ASP.NET, SQL, CI - CD, .NET, VB.NET",329572
Lead Frontend Engineer,https://www.instahyre.com/job-329362-lead-frontend-engineer-at-american-express-bangalore/,Bangalore,American Express,Don't Leave Home Without It,1900.0,1000,"American Express is a Financial Services and global service company that has expertise in Financial Services, Business Travel, Corporate Card, Network Services and Merchants Services. ","JavaScript, React.js, TypeScript, CSS, Bootstrap",329362
Sr. Software Engineer,https://www.instahyre.com/job-328738-sr-software-engineer-at-truva-bangalore/,Bangalore,Truva,Reimagining home buying and selling,2023.0,1,"Truva is a real estate startup facilitating house buying and selling through 5000+ data points and real transactions, also manages 10+ channel partners and brokerage services for major apartment complexes in Powai. ","Node.js, React.js, Java, Python, Golang",328738
